ADDPD_xmm_xmm;Lp_x_x_deb.tmp;16;ADDPD;xmm;xmm;;
ADDPS_xmm_xmm;Lp_x_x_deb.tmp;16;ADDPS;xmm;xmm;;
ADDSD_xmm_xmm;Lp_x_x_deb.tmp;16;ADDSD;xmm;xmm;;
ADDSS_xmm_xmm;Lp_x_x_deb.tmp;16;ADDSS;xmm;xmm;;
ADDSUBPD_xmm_xmm;Lp_x_x_deb.tmp;16;ADDSUBPD;xmm;xmm;;
ADDSUBPS_xmm_xmm;Lp_x_x_deb.tmp;16;ADDSUBPS;xmm;xmm;;
AESDEC_xmm_xmm;Lp_x_x_deb.tmp;16;AESDEC;xmm;xmm;;
AESDECLAST_xmm_xmm;Lp_x_x_deb.tmp;16;AESDECLAST;xmm;xmm;;
AESENC_xmm_xmm;Lp_x_x_deb.tmp;16;AESENC;xmm;xmm;;
AESENCLAST_xmm_xmm;Lp_x_x_deb.tmp;16;AESENCLAST;xmm;xmm;;
AESIMC_xmm_xmm;Lp_x_x_deb.tmp;16;AESIMC;xmm;xmm;;
ANDNPD_xmm_xmm;Lp_x_x_deb.tmp;16;ANDNPD;xmm;xmm;;
ANDNPS_xmm_xmm;Lp_x_x_deb.tmp;16;ANDNPS;xmm;xmm;;
ANDPD_xmm_xmm;Lp_x_x_deb.tmp;16;ANDPD;xmm;xmm;;
ANDPS_xmm_xmm;Lp_x_x_deb.tmp;16;ANDPS;xmm;xmm;;
BLENDVPD_xmm_xmm;Lp_x_x_deb.tmp;16;BLENDVPD;xmm;xmm;;
BLENDVPS_xmm_xmm;Lp_x_x_deb.tmp;16;BLENDVPS;xmm;xmm;;
COMISD_xmm_xmm;Lp_x_x_deb.tmp;16;COMISD;xmm;xmm;;
COMISS_xmm_xmm;Lp_x_x_deb.tmp;16;COMISS;xmm;xmm;;
CVTDQ2PD_xmm_xmm;Lp_x_x_deb.tmp;16;CVTDQ2PD;xmm;xmm;;
CVTDQ2PS_xmm_xmm;Lp_x_x_deb.tmp;16;CVTDQ2PS;xmm;xmm;;
CVTPD2DQ_xmm_xmm;Lp_x_x_deb.tmp;16;CVTPD2DQ;xmm;xmm;;
CVTPD2PS_xmm_xmm;Lp_x_x_deb.tmp;16;CVTPD2PS;xmm;xmm;;
CVTPS2DQ_xmm_xmm;Lp_x_x_deb.tmp;16;CVTPS2DQ;xmm;xmm;;
CVTPS2PD_xmm_xmm;Lp_x_x_deb.tmp;16;CVTPS2PD;xmm;xmm;;
CVTSD2SS_xmm_xmm;Lp_x_x_deb.tmp;16;CVTSD2SS;xmm;xmm;;
CVTSS2SD_xmm_xmm;Lp_x_x_deb.tmp;16;CVTSS2SD;xmm;xmm;;
CVTTPD2DQ_xmm_xmm;Lp_x_x_deb.tmp;16;CVTTPD2DQ;xmm;xmm;;
CVTTPS2DQ_xmm_xmm;Lp_x_x_deb.tmp;16;CVTTPS2DQ;xmm;xmm;;
DIVPD_xmm_xmm;Lp_x_x_deb.tmp;16;DIVPD;xmm;xmm;;
DIVPS_xmm_xmm;Lp_x_x_deb.tmp;16;DIVPS;xmm;xmm;;
DIVSD_xmm_xmm;Lp_x_x_deb.tmp;16;DIVSD;xmm;xmm;;
DIVSS_xmm_xmm;Lp_x_x_deb.tmp;16;DIVSS;xmm;xmm;;
HADDPD_xmm_xmm;Lp_x_x_deb.tmp;16;HADDPD;xmm;xmm;;
HADDPS_xmm_xmm;Lp_x_x_deb.tmp;16;HADDPS;xmm;xmm;;
HSUBPD_xmm_xmm;Lp_x_x_deb.tmp;16;HSUBPD;xmm;xmm;;
HSUBPS_xmm_xmm;Lp_x_x_deb.tmp;16;HSUBPS;xmm;xmm;;
MASKMOVDQU_xmm_xmm;Lp_x_x_deb.tmp;16;MASKMOVDQU;xmm;xmm;;
MAXPD_xmm_xmm;Lp_x_x_deb.tmp;16;MAXPD;xmm;xmm;;
MAXPS_xmm_xmm;Lp_x_x_deb.tmp;16;MAXPS;xmm;xmm;;
MAXSD_xmm_xmm;Lp_x_x_deb.tmp;16;MAXSD;xmm;xmm;;
MAXSS_xmm_xmm;Lp_x_x_deb.tmp;16;MAXSS;xmm;xmm;;
MINPD_xmm_xmm;Lp_x_x_deb.tmp;16;MINPD;xmm;xmm;;
MINPS_xmm_xmm;Lp_x_x_deb.tmp;16;MINPS;xmm;xmm;;
MINSD_xmm_xmm;Lp_x_x_deb.tmp;16;MINSD;xmm;xmm;;
MINSS_xmm_xmm;Lp_x_x_deb.tmp;16;MINSS;xmm;xmm;;
MOVAPD_xmm_xmm;Lp_x_x_deb.tmp;16;MOVAPD;xmm;xmm;;
MOVAPD_xmm_xmm;Lp_x_x_deb.tmp;16;MOVAPD;xmm;xmm;;
MOVAPS_xmm_xmm;Lp_x_x_deb.tmp;16;MOVAPS;xmm;xmm;;
MOVDDUP_xmm_xmm;Lp_x_x_deb.tmp;16;MOVDDUP;xmm;xmm;;
MOVDQA_xmm_xmm;Lp_x_x_deb.tmp;16;MOVDQA;xmm;xmm;;
MOVDQA_xmm_xmm;Lp_x_x_deb.tmp;16;MOVDQA;xmm;xmm;;
MOVDQU_xmm_xmm;Lp_x_x_deb.tmp;16;MOVDQU;xmm;xmm;;
MOVDQU_xmm_xmm;Lp_x_x_deb.tmp;16;MOVDQU;xmm;xmm;;
MOVHLPS_xmm_xmm;Lp_x_x_deb.tmp;16;MOVHLPS;xmm;xmm;;
MOVLHPS_xmm_xmm;Lp_x_x_deb.tmp;16;MOVLHPS;xmm;xmm;;
MOVQ_xmm_xmm;Lp_x_x_deb.tmp;16;MOVQ;xmm;xmm;;
MOVSD_xmm_xmm;Lp_x_x_deb.tmp;16;MOVSD;xmm;xmm;;
MOVSD_xmm_xmm;Lp_x_x_deb.tmp;16;MOVSD;xmm;xmm;;
MOVSHDUP_xmm_xmm;Lp_x_x_deb.tmp;16;MOVSHDUP;xmm;xmm;;
MOVSLDUP_xmm_xmm;Lp_x_x_deb.tmp;16;MOVSLDUP;xmm;xmm;;
MOVSS_xmm_xmm;Lp_x_x_deb.tmp;16;MOVSS;xmm;xmm;;
MOVUPD_xmm_xmm;Lp_x_x_deb.tmp;16;MOVUPD;xmm;xmm;;
MOVUPD_xmm_xmm;Lp_x_x_deb.tmp;16;MOVUPD;xmm;xmm;;
MOVUPS_xmm_xmm;Lp_x_x_deb.tmp;16;MOVUPS;xmm;xmm;;
MULPD_xmm_xmm;Lp_x_x_deb.tmp;16;MULPD;xmm;xmm;;
MULPS_xmm_xmm;Lp_x_x_deb.tmp;16;MULPS;xmm;xmm;;
MULSD_xmm_xmm;Lp_x_x_deb.tmp;16;MULSD;xmm;xmm;;
MULSS_xmm_xmm;Lp_x_x_deb.tmp;16;MULSS;xmm;xmm;;
ORPD_xmm_xmm;Lp_x_x_deb.tmp;16;ORPD;xmm;xmm;;
ORPS_xmm_xmm;Lp_x_x_deb.tmp;16;ORPS;xmm;xmm;;
PABSB_xmm_xmm;Lp_x_x_deb.tmp;16;PABSB;xmm;xmm;;
PABSD_xmm_xmm;Lp_x_x_deb.tmp;16;PABSD;xmm;xmm;;
PABSW_xmm_xmm;Lp_x_x_deb.tmp;16;PABSW;xmm;xmm;;
PACKSSDW_xmm_xmm;Lp_x_x_deb.tmp;16;PACKSSDW;xmm;xmm;;
PACKSSWB_xmm_xmm;Lp_x_x_deb.tmp;16;PACKSSWB;xmm;xmm;;
PACKUSDW_xmm_xmm;Lp_x_x_deb.tmp;16;PACKUSDW;xmm;xmm;;
PACKUSWB_xmm_xmm;Lp_x_x_deb.tmp;16;PACKUSWB;xmm;xmm;;
PADDB_xmm_xmm;Lp_x_x_deb.tmp;16;PADDB;xmm;xmm;;
PADDD_xmm_xmm;Lp_x_x_deb.tmp;16;PADDD;xmm;xmm;;
PADDQ_xmm_xmm;Lp_x_x_deb.tmp;16;PADDQ;xmm;xmm;;
PADDSB_xmm_xmm;Lp_x_x_deb.tmp;16;PADDSB;xmm;xmm;;
PADDSW_xmm_xmm;Lp_x_x_deb.tmp;16;PADDSW;xmm;xmm;;
PADDUSB_xmm_xmm;Lp_x_x_deb.tmp;16;PADDUSB;xmm;xmm;;
PADDUSW_xmm_xmm;Lp_x_x_deb.tmp;16;PADDUSW;xmm;xmm;;
PADDW_xmm_xmm;Lp_x_x_deb.tmp;16;PADDW;xmm;xmm;;
PAND_xmm_xmm;Lp_x_x_deb.tmp;16;PAND;xmm;xmm;;
PANDN_xmm_xmm;Lp_x_x_deb.tmp;16;PANDN;xmm;xmm;;
PAVGB_xmm_xmm;Lp_x_x_deb.tmp;16;PAVGB;xmm;xmm;;
PAVGW_xmm_xmm;Lp_x_x_deb.tmp;16;PAVGW;xmm;xmm;;
PCMPEQB_xmm_xmm;Lp_x_x_deb.tmp;16;PCMPEQB;xmm;xmm;;
PCMPEQD_xmm_xmm;Lp_x_x_deb.tmp;16;PCMPEQD;xmm;xmm;;
PCMPEQQ_xmm_xmm;Lp_x_x_deb.tmp;16;PCMPEQQ;xmm;xmm;;
PCMPEQW_xmm_xmm;Lp_x_x_deb.tmp;16;PCMPEQW;xmm;xmm;;
PCMPGTB_xmm_xmm;Lp_x_x_deb.tmp;16;PCMPGTB;xmm;xmm;;
PCMPGTD_xmm_xmm;Lp_x_x_deb.tmp;16;PCMPGTD;xmm;xmm;;
PCMPGTQ_xmm_xmm;Lp_x_x_deb.tmp;16;PCMPGTQ;xmm;xmm;;
PCMPGTW_xmm_xmm;Lp_x_x_deb.tmp;16;PCMPGTW;xmm;xmm;;
PHADDD_xmm_xmm;Lp_x_x_deb.tmp;16;PHADDD;xmm;xmm;;
PHADDSW_xmm_xmm;Lp_x_x_deb.tmp;16;PHADDSW;xmm;xmm;;
PHADDW_xmm_xmm;Lp_x_x_deb.tmp;16;PHADDW;xmm;xmm;;
PHMINPOSUW_xmm_xmm;Lp_x_x_deb.tmp;16;PHMINPOSUW;xmm;xmm;;
PHSUBD_xmm_xmm;Lp_x_x_deb.tmp;16;PHSUBD;xmm;xmm;;
PHSUBSW_xmm_xmm;Lp_x_x_deb.tmp;16;PHSUBSW;xmm;xmm;;
PHSUBW_xmm_xmm;Lp_x_x_deb.tmp;16;PHSUBW;xmm;xmm;;
PMADDUBSW_xmm_xmm;Lp_x_x_deb.tmp;16;PMADDUBSW;xmm;xmm;;
PMADDWD_xmm_xmm;Lp_x_x_deb.tmp;16;PMADDWD;xmm;xmm;;
PMAXSB_xmm_xmm;Lp_x_x_deb.tmp;16;PMAXSB;xmm;xmm;;
PMAXSD_xmm_xmm;Lp_x_x_deb.tmp;16;PMAXSD;xmm;xmm;;
PMAXSW_xmm_xmm;Lp_x_x_deb.tmp;16;PMAXSW;xmm;xmm;;
PMAXUB_xmm_xmm;Lp_x_x_deb.tmp;16;PMAXUB;xmm;xmm;;
PMAXUD_xmm_xmm;Lp_x_x_deb.tmp;16;PMAXUD;xmm;xmm;;
PMAXUW_xmm_xmm;Lp_x_x_deb.tmp;16;PMAXUW;xmm;xmm;;
PMINSB_xmm_xmm;Lp_x_x_deb.tmp;16;PMINSB;xmm;xmm;;
PMINSD_xmm_xmm;Lp_x_x_deb.tmp;16;PMINSD;xmm;xmm;;
PMINSW_xmm_xmm;Lp_x_x_deb.tmp;16;PMINSW;xmm;xmm;;
PMINUB_xmm_xmm;Lp_x_x_deb.tmp;16;PMINUB;xmm;xmm;;
PMINUD_xmm_xmm;Lp_x_x_deb.tmp;16;PMINUD;xmm;xmm;;
PMINUW_xmm_xmm;Lp_x_x_deb.tmp;16;PMINUW;xmm;xmm;;
PMOVSXBD_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVSXBD;xmm;xmm;;
PMOVSXBQ_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVSXBQ;xmm;xmm;;
PMOVSXBW_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVSXBW;xmm;xmm;;
PMOVSXDQ_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVSXDQ;xmm;xmm;;
PMOVSXWD_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVSXWD;xmm;xmm;;
PMOVSXWQ_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVSXWQ;xmm;xmm;;
PMOVZXBD_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVZXBD;xmm;xmm;;
PMOVZXBQ_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVZXBQ;xmm;xmm;;
PMOVZXBW_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVZXBW;xmm;xmm;;
PMOVZXDQ_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVZXDQ;xmm;xmm;;
PMOVZXWD_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVZXWD;xmm;xmm;;
PMOVZXWQ_xmm_xmm;Lp_x_x_deb.tmp;16;PMOVZXWQ;xmm;xmm;;
PMULDQ_xmm_xmm;Lp_x_x_deb.tmp;16;PMULDQ;xmm;xmm;;
PMULHRSW_xmm_xmm;Lp_x_x_deb.tmp;16;PMULHRSW;xmm;xmm;;
PMULHUW_xmm_xmm;Lp_x_x_deb.tmp;16;PMULHUW;xmm;xmm;;
PMULHW_xmm_xmm;Lp_x_x_deb.tmp;16;PMULHW;xmm;xmm;;
PMULLD_xmm_xmm;Lp_x_x_deb.tmp;16;PMULLD;xmm;xmm;;
PMULLW_xmm_xmm;Lp_x_x_deb.tmp;16;PMULLW;xmm;xmm;;
PMULUDQ_xmm_xmm;Lp_x_x_deb.tmp;16;PMULUDQ;xmm;xmm;;
POR_xmm_xmm;Lp_x_x_deb.tmp;16;POR;xmm;xmm;;
